work_order_number,job_date,status,priority,job_type,scope_of_work,labor_hours,estimated_cost,actual_cost,technician_name,client_name,service_address,business_name,trade,plan_name,invoice_status,total_due,total_paid_to_date,customer_rating
WO-2026-06220,2026-09-04,scheduled,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",1.59,407.97,0,Ravi Brooks,Customer 0210,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06221,2026-03-23,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.12,850.48,966.82,Ravi Brooks,Customer 0210,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1049,1049,0
WO-2026-06222,2026-03-06,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.72,124.79,141.47,Devon Sato,Customer 0210,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,153.49,153.49,0
WO-2026-06223,2026-06-21,completed,scheduled_maintenance,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.91,439.11,481.02,Ravi Sato,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,521.91,521.91,0
WO-2026-06224,2026-03-20,completed,emergency,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",3.05,122.14,124.67,Nadia Haddad,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,135.27,135.27,5
WO-2026-06225,2026-02-07,completed,scheduled_maintenance,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.56,1091.62,1020.63,Kenji Kim,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1107.38,1107.38,5
WO-2026-06226,2026-03-20,completed,routine,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.71,545.73,515.11,Sofia Novak,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,558.89,558.89,4
WO-2026-06227,2026-04-27,completed,emergency,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.19,465.22,480.25,Ethan Patel,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,521.07,521.07,3
WO-2026-06228,2026-06-25,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.64,797.66,915.54,Ravi Brooks,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,993.36,993.36,5
WO-2026-06229,2026-08-12,completed,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.01,576.74,534.16,Kenji Kim,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,579.56,579.56,3
WO-2026-06230,2026-02-21,completed,scheduled_maintenance,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.33,470.78,461.54,Maria Ferreira,Customer 0089,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,500.77,500.77,5
WO-2026-06231,2026-07-04,completed,scheduled_maintenance,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.4,544.28,623.62,Kenji Kim,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,676.63,0,3
WO-2026-06232,2026-02-13,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.76,214.21,223.17,Maria Ferreira,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,242.14,242.14,0
WO-2026-06233,2026-04-19,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.5,697.76,663.56,Devon Sato,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,719.96,719.96,4
WO-2026-06234,2026-03-07,completed,emergency,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",4.12,232.3,245.99,Ravi Brooks,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,266.9,266.9,0
WO-2026-06235,2026-04-12,completed,emergency,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.28,132.98,152.38,Nadia Murphy,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,165.33,165.33,4
WO-2026-06236,2026-04-30,completed,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.28,110.77,102.24,Ravi Sato,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,110.93,110.93,5
WO-2026-06237,2026-04-13,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.41,703.41,790.25,Ethan Patel,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,857.42,857.42,3
WO-2026-06238,2026-02-19,completed,scheduled_maintenance,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.94,818.66,830.37,Nadia Dubois,Customer 0185,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,900.95,900.95,5
WO-2026-06239,2026-09-02,scheduled,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.39,764.12,0,James Patel,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06240,2026-06-12,completed,routine,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",1.72,914.18,956.68,Marcus Brooks,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1038,1038,4
WO-2026-06241,2026-07-31,completed,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.6,560.48,604.12,Sofia Novak,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,655.47,655.47,5
WO-2026-06242,2026-03-14,completed,emergency,Furnace repair,"Scheduled furnace repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.94,1164.17,1146.27,Maria Ferreira,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1243.7,1243.7,0
WO-2026-06243,2026-02-18,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.14,1128.22,1093.51,Kenji Kim,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1186.46,0,3
WO-2026-06244,2026-05-29,canceled,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.22,905.7,0,Maria Ferreira,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06245,2026-02-24,canceled,emergency,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.39,401.78,0,Sofia Chen,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06246,2026-04-25,completed,scheduled_maintenance,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",3.94,940.12,886.15,Sofia Chen,Customer 0195,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,961.47,961.47,3
WO-2026-06247,2026-02-14,canceled,scheduled_maintenance,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",4.25,378.62,0,Kenji Kim,Customer 0013,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06248,2026-03-30,completed,scheduled_maintenance,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",3.73,607.82,682.64,Priya Haddad,Customer 0013,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,740.66,740.66,3
WO-2026-06249,2026-04-03,completed,scheduled_maintenance,Drain cleaning,"Drain cleaning requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.55,846.31,928.08,Ravi Brooks,Customer 0013,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1006.97,1006.97,5
WO-2026-06250,2026-02-03,completed,routine,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.62,385,391.67,Nadia Haddad,Customer 0013,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,424.96,144.5,3
WO-2026-06251,2026-07-07,completed,scheduled_maintenance,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.17,838.21,777.82,Ravi Sato,Customer 0013,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,843.93,843.93,3
WO-2026-06252,2026-03-19,completed,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.57,754.68,858.29,Maria Ferreira,Customer 0013,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,931.24,931.24,0
WO-2026-06253,2026-05-19,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",2.65,1173.29,1274.33,Kenji Kim,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1382.65,1382.65,0
WO-2026-06254,2026-09-03,scheduled,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",3.92,100.82,0,Marcus Brooks,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06255,2026-05-22,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.08,392.68,374.75,Sofia Novak,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,406.6,406.6,4
WO-2026-06256,2026-07-30,completed,routine,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.66,976.41,976.15,Priya Haddad,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1059.12,1059.12,3
WO-2026-06257,2026-05-23,completed,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.51,265.38,287.07,Nadia Haddad,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,311.47,311.47,3
WO-2026-06258,2026-07-29,completed,scheduled_maintenance,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",5.54,187.68,215.4,Priya Haddad,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,233.71,233.71,4
WO-2026-06259,2026-06-17,completed,emergency,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",4.64,453.51,516.49,Fatima Kim,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,560.39,0,0
WO-2026-06260,2026-02-19,completed,scheduled_maintenance,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.1,277.32,280.82,Priya Haddad,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,304.69,304.69,4
WO-2026-06261,2026-02-15,completed,emergency,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.63,604.32,594.55,Nadia Murphy,Customer 0026,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,645.09,645.09,3
WO-2026-06262,2026-06-14,completed,scheduled_maintenance,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.86,972.37,1014.62,Devon Sato,Customer 0150,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1100.86,1100.86,4
WO-2026-06263,2026-04-10,completed,scheduled_maintenance,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.2,680.16,615.41,Sofia Novak,Customer 0150,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,667.72,667.72,5
WO-2026-06264,2026-05-20,canceled,routine,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.56,1057.2,0,Ethan Nguyen,Customer 0150,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06265,2026-07-20,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",4.35,526.39,599.59,Chloe Murphy,Customer 0150,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,650.56,650.56,4
WO-2026-06266,2026-04-26,completed,scheduled_maintenance,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.51,400.54,423.77,Chloe Murphy,Customer 0150,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,459.79,459.79,0
WO-2026-06267,2026-02-26,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",4.18,573.25,634.54,Nadia Haddad,Customer 0201,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,688.48,688.48,5
WO-2026-06268,2026-06-11,completed,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.48,1139.29,1189.32,Maria Ferreira,Customer 0201,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1290.41,1290.41,0
WO-2026-06269,2026-08-25,scheduled,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.36,795,0,Ravi Sato,Customer 0201,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06270,2026-02-07,completed,scheduled_maintenance,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.55,905.65,869.28,Ethan Patel,Customer 0201,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,943.17,943.17,0
WO-2026-06271,2026-02-28,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",2.51,787.42,838.73,Ravi Brooks,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,910.02,910.02,0
WO-2026-06272,2026-04-30,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.47,1080.64,1012.17,Ravi Sato,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1098.2,0,3
WO-2026-06273,2026-03-04,completed,scheduled_maintenance,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.78,487.77,471.6,Ethan Nguyen,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,511.69,511.69,0
WO-2026-06274,2026-03-19,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",4.19,1141.76,1307.29,Fatima Sato,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1353.05,1353.05,4
WO-2026-06275,2026-05-11,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.97,126.6,132.08,Ethan Nguyen,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,143.31,47.95,5
WO-2026-06276,2026-04-13,completed,routine,Drain cleaning,"Drain cleaning requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.42,1066.68,1041.81,Maria Ferreira,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1078.27,0,0
WO-2026-06277,2026-02-13,completed,routine,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.76,938.36,1055.91,Ravi Brooks,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1092.86,0,0
WO-2026-06278,2026-08-22,scheduled,routine,Furnace repair,"Scheduled furnace repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.87,1170.16,0,Sofia Chen,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06279,2026-08-23,scheduled,emergency,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",2.17,228.09,0,Ravi Brooks,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06280,2026-07-24,completed,scheduled_maintenance,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",2.23,165.9,153.86,Sofia Chen,Customer 0211,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,166.94,166.94,0
WO-2026-06281,2026-02-24,completed,routine,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.09,465.02,419.5,Ethan Patel,Customer 0070,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,455.16,455.16,0
WO-2026-06282,2026-02-10,completed,emergency,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",5.62,128.67,146.77,Sofia Novak,Customer 0070,"Phoenix, AZ",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,159.25,159.25,5
WO-2026-06283,2026-07-18,completed,routine,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.65,177.29,196.48,Fatima Sato,Customer 0110,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,213.18,213.18,3
WO-2026-06284,2026-08-10,completed,scheduled_maintenance,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",3.98,1057.33,982.59,Fatima Kim,Customer 0110,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1066.11,1066.11,0
WO-2026-06285,2026-06-07,completed,scheduled_maintenance,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.27,486.78,462.8,Sofia Chen,Customer 0110,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,502.14,502.14,4
WO-2026-06286,2026-08-15,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",4.01,213.84,238.11,Ethan Nguyen,Customer 0067,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,258.35,258.35,5
WO-2026-06287,2026-03-22,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.88,1123.19,1191.41,Ravi Sato,Customer 0067,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1292.68,1292.68,0
WO-2026-06288,2026-06-14,completed,emergency,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.83,1165.42,1285.42,Sofia Novak,Customer 0067,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1394.68,1394.68,3
WO-2026-06289,2026-08-28,scheduled,scheduled_maintenance,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.98,532.95,0,Devon Sato,Customer 0067,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06290,2026-02-13,completed,routine,Drain cleaning,"Drain cleaning requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.34,957.14,867.53,Sofia Chen,Customer 0067,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,941.27,941.27,0
WO-2026-06291,2026-04-05,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",2.55,887.06,981.16,Nadia Dubois,Customer 0067,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1064.56,1064.56,4
WO-2026-06292,2026-04-14,completed,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.95,572.59,536.28,Chloe Murphy,Customer 0120,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,581.86,581.86,0
WO-2026-06293,2026-05-10,completed,routine,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.44,703.13,792.83,Marcus Brooks,Customer 0120,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,860.22,0,4
WO-2026-06294,2026-02-03,canceled,routine,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",2.06,880.11,0,Priya Haddad,Customer 0120,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06295,2026-06-05,completed,scheduled_maintenance,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",1.27,1099,1122.45,Ethan Patel,Customer 0120,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1217.86,1217.86,0
WO-2026-06296,2026-06-16,completed,emergency,Furnace repair,"Customer requested furnace repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.59,1023.84,1133.58,Sofia Novak,Customer 0212,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1229.93,1229.93,3
WO-2026-06297,2026-07-20,completed,routine,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.66,559.61,537.87,Maria Ferreira,Customer 0212,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,583.59,583.59,0
WO-2026-06298,2026-05-13,completed,scheduled_maintenance,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",4.92,1007.7,929.15,Marcus Brooks,Customer 0160,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1008.13,1008.13,4
WO-2026-06299,2026-02-12,completed,emergency,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.4,550.77,558.4,Sofia Chen,Customer 0020,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,605.86,605.86,5
WO-2026-06300,2026-05-05,completed,routine,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.27,1080.38,976.98,Sofia Novak,Customer 0020,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1060.02,1060.02,0
WO-2026-06301,2026-04-10,completed,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",5.76,1059.54,1027.35,Priya Haddad,Customer 0020,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1063.3,1063.3,5
WO-2026-06302,2026-02-27,canceled,emergency,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.44,816.45,0,Sofia Chen,Customer 0020,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-06303,2026-05-15,completed,emergency,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.43,804.12,902.88,Chloe Murphy,Customer 0093,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,979.62,979.62,3
